FACILITY NAME,ALT_FAC_NAME,UNIT NAME,CLASS,TYPE,REGION,PSGC_1,PROVINCE,PSGC_2,CITY/MUNICIPALITY,PSGC_3,BARANGAY,PSGC_4,STREET ADDRESS,UPDATED TEL NUMBER,Latitude,Longitude,EMAIL,SCHEDULE,WEBSITE,FB,COMMENTS,CONTRIBUTOR,SOURCE,
New Sinai MDI Hospital,,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Laguna,,Sta. Rosa,,,,"National Highway, Tagapo, Sta. Rosa, Laguna",63 49 8381281; 63 49 5343499 loc. 117,14.317541,121.098473,newsinaimdi@yahoo.com,24-Jul,https://www.newsinaimdi.com/,,,Sedric Suringa,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
The Medical City South Luzon,Southern Luzon Hospital and Medical Center,,,Identified HIV Testing/Counselling Facility,Region IV-A,,Laguna,,Sta. Rosa,,,,"Brgy Don Jose Green Field Paseo Sta. Rosa, Laguna",63 49 5440120,14.248457,121.067288,,,https://www.tmcsl.ph/,https://www.facebook.com/TheMedicalCitySouthLuzon/,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Sta. Rosa City Health Office,,,Government,Identified HIV Testing/Counselling Facility,Region IV-A,,Laguna,,Sta. Rosa,,,,"Rizal Boulevard, Kanluran",63 49 5300015 loc. 5314,14.31488,121.11351,,,,,,,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Candelaria RHU,,,Government,Identified HIV Testing/Counselling Facility,Region IV-A,,Quezon,,Candelaria,,,,"Sampaguita, Labak 2",63 42 5854205,13.93008,121.42072,,,,,,,#safelyph application by The Red Whistle,
Gumaca Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region IV-A,,Quezon,,Gumaca,,,,"M.H. Del Pilar St, Brgy Bagong Buhay",63 42 3175488; 63 42 3176269; 63 42 3175488,13.92119,122.09839,,,,,,Adam Banto,https://www.webbline.com/hiv-testing-centers/,
Lucena Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region IV-A,,Quezon,,Lucena City,,,,"Sampaguita, Zaballero Subdivision, Lucena, 4301 Quezon Province, Philippines",63 42 7108380; 63 42 7972187,13.947919,121.611014,,Mo-Fr 08:00-17:00,,,,Adam Banto,https://www.webbline.com/hiv-testing-centers/,
Mount Carmel Diocesan General Hospital,,,,Identified HIV Testing/Counselling Facility,Region IV-A,,Quezon,,Lucena City,,,,"Allarey Extension, Quezon",63 42 7161822,13.94071,121.61102,,,,,,Mikko Tamura,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Quezon Medical Center,,Live Positive Wellness Center Lucena,Government,Treatment Hub,Region IV-A,,Quezon,,Lucena City,,,,"Brgy. XI, Quezon Avenue, Lucena, 4301 Quezon Province, Philippines",63 42 7176323 loc. 342; 63 9209175201,13.942559,121.61274,quezon.medicalcenter@yahoo.com.ph,Mo-Fr 08:00-17:00,,,,Adam Banto,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Antipolo Social Hygiene and Satellite Treatment Hub,,,Government,Primary HIV Care Facility,Region IV-A,,Rizal,,Antipolo,,,,"
3rd Floor Antipolo City Health Office M. Santos St. San Roque, Antipolo, Rizal 1870",63 9207262264; 63 2 6970362; 63 2 6964097; 63 9452904781; 63 9976828172,14.585742,121.174529,antipolosocialhygiene2014@gmail.com,Mo-Fr 08:00-21:00,,,,Beatrice Tan Lim,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Cainta Reproductive Wellness - Social Hygiene Clinic,,,Government,Primary HIV Care Facility,Region IV-A,,Rizal,,Cainta,,,,"Municipal Cmpd A. Bonifacio Ave. Brgy. Sto. Domingo, Cainta",63 2 6962607,14.580144,121.114544,,,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Rodriguez Municipal Health Office,,,Government,Primary HIV Care Facility,Region IV-A,,Rizal,,Rodriguez,,,,J.P Rizal St. Baliote Rodriguez Rizal,63 9209215204; 63 9228768220; 63 9295898759; 63 9970763263,14.733323,121.145236,,Mo-Fr 08:00-17:00,,,,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Taytay Doctors Multispecialty Hospital,,,Private,Identified HIV Testing/Counselling Facility,Region IV-A,,Rizal,,Taytay,,,,"3rd floor, RM. 301, #6 Rizal Ave., Brgy. San Isidro, Taytay, Rizal",63 2 85703319,14.57376,121.12535,,,,,,Mikko Tamura,https://www.webbline.com/hiv-testing-centers/,
Dr. Damian Reyes Provincial Hospital,,,Government,Treatment Hub,Region IV-B,,Marinduque,,Boac,,,,"National Highway, Boac, Marinduque",63 9209721385,13.443542,121.828366,,,,,,,,
Mamburao Rural Health Unit,,,Government,Identified HIV Testing/Counselling Facility,Region IV-B,,Occidental Mindoro,,Mamburao,,,,,63 9328777011,13.226693,120.594327,,,,,,Cham,https://www.webbline.com/hiv-testing-centers/,
Occidental Mindoro Provincial Hospital,,ARUGA Clinic,Government,Treatment Hub,Region IV-B,,Occidental Mindoro,,Mamburao,,,,"Paluan Road, Mamburao, Occidental Mindoro",63 43 7111116,13.230871,120.586205,dra_tan_mbo@yahoo.com,,,,,Cham,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
San Jose Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region IV-B,,Occidental Mindoro,,San Jose,,,,"M H Del Pilar Street, Mangaran, San Jose",63 9209319336,12.35257,121.06933,,,,,,,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Oriental Mindoro Provincial Hospital,,Purple Rain Clinic,Government,Treatment Hub,Region IV-B,,Oriental Mindoro,,Calapan City,,,,"Sta. Isabel, Calapan City, Oriental Mindoro",63 9164691469,13.376467,121.177777,omphpgom@gmail.com,,,,,Cham,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Southern Palawan Provincial Hospital,,,Government,Identified HIV Testing/Counselling Facility,Region IV-B,,Palawan,,Brooke's Point,,,,,63 9158045655; 63 9052938486; 63 9052938486,8.793172,117.835892,,,,,,Maning,https://www.webbline.com/hiv-testing-centers/,
EL Nido Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region IV-B,,Palawan,,El Nido,,,,,63 9178011925,11.179203,119.390708,,,,,,,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Agape Rural Program,,,NGO,Identified HIV Testing/Counselling Facility,Region IV-B,,Palawan,,Puerto Princesa,,,,"Room 5 Garcellano Tourist Inn, Rizal Ave, Puerto Princesa",63 9175432150,9.74039,118.740134,,,,,,,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Medical Mission Group Hospital and Health Services Cooperative,,,Government,Identified HIV Testing/Counselling Facility,Region IV-B,,Palawan,,Puerto Princesa,,,,"Burgos cor. Mabini St, Puerto Princesa City, Palawan",63 9179285379,9.735523,118.734042,,,,,,Cham,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Ospital ng Palawan,,ONP Red Top Center,Government,Treatment Hub,Region IV-B,,Palawan,,Puerto Princesa,,,,220 Malvar St. Puerto Princesa City,63 9998085888; 63 48 4346864; 63 48 4342148,9.747808,118.7445,ospital_palawan@yahoo.com,,,,,Cham,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Palawan Adventist Hospital,,,Private,Identified HIV Testing/Counselling Facility,Region IV-B,,Palawan,,Puerto Princesa,,,,"Brgy. San Pedro, Puerto Princesa City",63 48 4331247; 63 9166487821,9.764285,118.748248,,,,,,Maning,https://www.webbline.com/hiv-testing-centers/,
Northern Palawan Provincial Hospital,,,Government,Identified HIV Testing/Counselling Facility,Region IV-B,,Palawan,,Taytay,,,,,63 9177919749; 63 9168855025,10.771774,119.50355,,,,,,Maning,https://www.webbline.com/hiv-testing-centers/,
Romblon Provincial Hospital,,,Government,Treatment Hub,Region IV-B,,Romblon,,Odiongan,,,,"Odiongan, Romblon",63 9272107040,12.394361,121.984176,,,,,,,,
Mediprime Medical Clinic,,,Private,Primary HIV Care Facility,Region IV-A,,Rizal,,Cainta,,,,"159 Felix Ave Karangalan Village, Cainta",63 9171766334,14.605081,121.105424,mpmc0219@gmail.com,Fr-Tu 10:00-22:00,X,https://www.facebook.com/mediprimemedicalclinic/,,,,
Daraga Rural Health Unit,,,Government,Identified HIV Testing/Counselling Facility,Region V,,Albay,,Daraga,,,,"Daraga Municipal Hall, Padre Burgos St., Daraga, Albay, 4501",63 52 8247959; 63 52 4835325,13.1490478,123.7130431,"mho.daraga@gmail.com
",,,,,Justin Vawter,https://www.webbline.com/hiv-testing-centers/,
Bicol Regional Training & Teaching Hospital,,,Government,Treatment Hub,Region V,,Albay,,Legazpi City,,,,"Rizal St., Legaspi City",63 52 4830017 loc. 4227; 63 9995834288; +63 9060049910,13.146816,123.724445,brtth_cares@yahoo.com,Mo-Fr 08:00-16:00,http://brtth.doh.gov.ph/,,Bicol based clients can also contact Gentlemen Bicol support group 0945 851 8767 or Facebook page ( https://www.facebook.com/gentlemenbicolofficial2.0 ),,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Legazpi Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region V,,Albay,,Legazpi City,,,,"G/F Legazpi City Health Office, Old Albay District (207.47 mi)
Legazpi, Albay 4500",63 52 4350832; 63 52 4802121,13.138364,123.735004,"
shclegazpi@gmail.com",,,,,Justin Vawter,https://www.webbline.com/hiv-testing-centers/,
Tabaco Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region V,,Albay,,Tabaco City,,,,"City Health Unit, Rizal St, Tabaco City, Albay, Philippines",63 52 4875362,13.359821,123.730806,,Mo-Fr 08:00-17:00,,,,,https://www.webbline.com/hiv-testing-centers/,
Daet Rural Health Unit I,,,Government,Primary HIV Care Facility,Region V,,Camarines Norte,,Daet,,,,,63 54 4431258,14.092784,122.958388,,,,,,,,
Bicol Medical Center,,,Government,Treatment Hub,Region V,,Camarines Sur,,Naga City,,,,"BMC Road, Naga, Camarines Sur",63 54 8117800,13.622872,123.198688,bmc.nagacity@gmail.com,,https://bmc.doh.gov.ph/,,Bicol based clients can also contact Gentlemen Bicol support group 0945 851 8767 or Facebook page ( https://www.facebook.com/gentlemenbicolofficial2.0 ),,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Estevez Memorial Hospital Inc. Clinical Laboratory,,,Private,Identified HIV Testing/Counselling Facility,Region V,,Camarines Sur,,Naga City,,,,"Don Juan S. Estevez St., Guevara Subdivision, Legaspi City",63 52 4804021; 63 52 4802135,13.138145,123.74081,emh@estevezhospital.com,Mo-Fr 08:00-17:00,https://estevezhospital.com/,,,Sedric Suringa,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Naga City Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region V,,Camarines Sur,,Naga City,,,,Naga City Hall Compound,63 54 8112562; 63 54 8113316,13.625344,123.198811,cho@naga.gov.ph,,,,,Sedric Suringa,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
"St. John Hospital, Inc. Naga City",,,,Identified HIV Testing/Counselling Facility,Region V,,Camarines Sur,,Naga City,,,,"Panganiban Drive, Camarines Sur",63 54 4738502; 63 54 4738919; 63 54 4724521,13.622696,123.190457,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Masbate Provincial Hospital,,Masbate Provincial Health Office,Government,Treatment Hub,Region V,,Masbate,,Masbate City,,,,"Provincial Health Office Road, Brgy Kalipay, Masbate City",63 56 3331590; 63 9082061334; 63 9193383397; 63 9212434425,12.372258,123.623664,,,,,Bicol based clients can also contact Gentlemen Bicol support group 0945 851 8767 or Facebook page ( https://www.facebook.com/gentlemenbicolofficial2.0 ),,,
San Jacinto Rural Health Unit,,,Government,Identified HIV Testing/Counselling Facility,Region V,,Masbate,,San Jacinto,,,,"San Jacinto, Ticao Island, Masbate",63 9077782199,12.532628,123.696541,,,,,,Reynier Tasico,https://www.facebook.com/RedTentPh/posts/list-of-hiv-testing-and-counseling-centerssan-lazaro-hospitalquiricada-st-sta-cr/1909593362641522/,
Sorsogon Provincial Health Office,,Sorsogon Social Hygiene Clinic,Government,Primary HIV Care Facility,Region V,,Sorsogon,,Sorsogon,,,,"Magsaysay St, Sorsogon City, Sorsogon, Philippines",63 56 2111883,12.971986,124.001708,,,,,Bicol based clients can also contact Gentlemen Bicol support group 0945 851 8767 or Facebook page ( https://www.facebook.com/gentlemenbicolofficial2.0 ),,https://www.webbline.com/hiv-testing-centers/,
Sorsogon Provincial Hospital,Dr. Fernando B. Duran Sr. Memorial Hospital,,Government,Primary HIV Care Facility,Region V,,Sorsogon,,Sorsogon,,,,,63 9088960215,12.983252,123.989822,,,,,Alternative Refill - Coordinate with BRTTH to have meds delivered; Bicol based clients can also contact Gentlemen Bicol support group 0945 851 8767 or Facebook page ( https://www.facebook.com/gentlemenbicolofficial2.0 ),,,
Aurora Memorial Hospital,,,Government,Identified HIV Testing/Counselling Facility,Region III,PH010000000,Aurora,,Baler,,,,"Brgy. Reserva, Baler, Aurora 3200",63 43 2094256; 63 43 9222819; 63 9399390873,15.806757,121.541659,auroramemhos@gmail.com,Mo-Fr 08:00-17:00,https://aurora.gov.ph/government/provincial-offices/provincial-health-office/aurora-memorial-hospital/,,,,#safelyph application by The Red Whistle,
Maria Aurora Community Hospital,,,Government,Treatment Hub,Region III,,Aurora,,Maria Aurora,,,,"Saturno St., Brgy. 01, Maria Aurora, Aurora",63 9075948798; 63 9178622911,15.796677,121.477679,,Mo-Su 08:00-17:00,X,https://www.facebook.com/Maria-Aurora-Community-Hospital-Rhwcsth-136417303764111/,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Bataan General Hospital and Medical Center,Bataan HAVEN,,Government,Treatment Hub,Region III,,Bataan,,Balanga City,,,,"Manahan St., Tenejero, Balanga City, Bataan",63 47 2371274; 63 47 2371275 loc. 103; 63 9998844522; 63 9508107534,14.678384,120.530158,bgh_bataan2005@yahoo.com.ph,Mo-Fr 08:00-17:00,http://bataangeneralhospital.doh.gov.ph/index.php,,Bataan-based clients who need ARV refill can also contact POSH Bataan (https://www.facebook.com/POSHBataan2019) support group: 0961 277 2128,Victor Puno,https://www.webbline.com/hiv-testing-centers/,
EDGT Lab Tech Diagnostic Center,,,,Identified HIV Testing/Counselling Facility,Region III,,Bataan,,Balanga City,,,,"Magsaysay St., San Jose, Balanga City, Bataan",63 47 7914139,14.677834,120.538028,,,X,https://www.facebook.com/EDGT-Labtech-Diagnostic-Center-165093297166846/,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
EDGT Lab-Tech Diagnostic Center (Main),,,,Identified HIV Testing/Counselling Facility,Region III,,Bataan,,Balanga City,,,,"Buno Bldg. Kinatawan Rd., Tenejero, Balanga Bataan",63 47 7914568,14.677075,120.530902,,,X,https://www.facebook.com/EDGT-Labtech-Diagnostic-Center-165093297166846/,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Dinalupihan District Hospital / Jose C. Payumo Jr. Memorial Hospital,,HEARTH Unit,Government,Treatment Hub,Region III,,Bataan,,Dinalupihan,,,,"Tala St. San Ramon, Dinalupihan, Bataan 2110",63 9295852241; 63 9156008004,14.865413,120.460845,g_abara@yahoo.com,Mo-Fr 08:00-17:00,,,Bataan-based clients who need ARV refill can also contact POSH Bataan (https://www.facebook.com/POSHBataan2019) support group: 0961 277 2128,,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Lamao Health Center,,,Government,Identified HIV Testing/Counselling Facility,Region III,,Bataan,,Limay,,,,Corner Boulevard Street Limay Bataan,63 47 2446549,14.513882,120.609216,,Mo-Fr 08:00-17:00,,,,John Mojica,https://www.webbline.com/hiv-testing-centers/,
Guzorell Medical and Surgical Clinic,,,Private,Identified HIV Testing/Counselling Facility,Region III,,Bataan,,Mariveles,,,,"Lakandula St., Poblacion, Mariveles Bataan",63 47 9355111; 63 47 9356743,14.433988,120.485948,,Mo-Fr 09:00-17:00,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Mariveles Mental Wellness and General Hospital/ Mariveles Mental Hospital,Lazareto,,Government,Treatment Hub,Region III,,Bataan,,Mariveles,,,,"P. Monroe St. Poblacion Bayan ng Mariveles, 2105
Bataan",63 47 9354617; 63 9454321785; 63 9053155472; 63 9398460637; 63 9194974927,14.430601,120.484133,medical@mmh.gov.ph,Fr-Su 13:00-20:00,https://mmh.gov.ph/,,Bataan-based clients who need ARV refill can also contact POSH Bataan (https://www.facebook.com/POSHBataan2019) support group: 0961 277 2128,,,
Orion Rural Health Unit,,,Government,Identified HIV Testing/Counselling Facility,Region III,,Bataan,,Orion,,,,,63 47 2444248,14.623284,120.582945,,,,,,,https://www.webbline.com/hiv-testing-centers/,
Centralle Medical (Bulacan Branch),,,Private,Identified HIV Testing/Counselling Facility,Region III,,Bulacan,,Balagtas,,,,"MacArthur Highway, Wawa, Balagtas, 3016 Bulacan",63 44 6935488,14.81781,120.906735,,Mo-Sa 06:30-17:00,http://centrallemedical.com/balagtas-bulacan/,,,John Mojica,https://www.webbline.com/hiv-testing-centers/,
Allied Care Experts Medical Center Baliuag,ACE Medical Center HIV Treatment Hub,EmbrACE Unit,Private,Treatment Hub,Region III,,Bulacan,,Baliuag,,,,"Lot 2975 C-1 Doña Remedios Trinidad Hi-way Pinagbarilan Baliwag, Bulacan, 3006 Baliuag, Bulacan",63 9175174354 63 9338737688; 63 44 8161000 loc. 204,14.952772,120.884365,acemedicalcenterbaliwag@gmail.com,Mo-Sa 08:00-17:00,x,https://www.facebook.com/theAlliedCareExpertsMedicalcenterBALIWAG/,,Sedric Suringa,https://www.webbline.com/hiv-testing-centers/,
Hi-Precision Diagnostics (Baliuag Branch),,,Private,Identified HIV Testing/Counselling Facility,Region III,,Bulacan,,Baliuag,,,,"Benigno Aquino Sr. Ave., Brgy. Bagong Nayon, Baliuag, Bulacan",63 9175219410; 63 9431351855; 63 9431351856; 63 9431351858; 63 44 7660280-81,14.960705,120.898317,info@hi-precision.com.ph,Mo-Sa 07:00-15:00,https://www.hi-precision.com.ph/branch/Baliuag,,,Papu Torres,https://www.webbline.com/hiv-testing-centers/,
Sta. Elena Diagnostic Center,,,,Identified HIV Testing/Counselling Facility,Region III,,Bulacan,,Baliuag,,,,"Dr. Gonzales St., Tibag, Baliuag, Bulacan",63 44 7664526,14.957766,120.905089,,Mo-Su 07:00-17:00,x,https://www.facebook.com/santaelenadiagnosticcenter/?ref=py_c,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Guiguinto Rural Health Unit 2,Gintong Kanlungan,,Government,Primary HIV Care Facility,Region III,,Bulacan,,Guiguinto,,,,"Green Estate Subdv. 2nd Floor Guiguinto, Bulacan",63 9754654515; 63 9350634198; 63 44 7603450,14.847778,120.892985,gintongkanlungan@gmail.com,Mo-Fr 08:00-17:00,,,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),,https://www.webbline.com/hiv-testing-centers/,
Bulacan Medical Center,Luntiang Silong,,Government,Treatment Hub,Region III,,Bulacan,,Malolos,,,,"3rd Flr Pay 3 - Rm 301 Mojon, City of Malolos, Bulacan",63 9234051309; 63 9155214322; 63 9171397123,14.858711,120.816548,luntiang.silong@gmail.com,Mo-Sa 08:00-17:00,https://www.bulacan.gov.ph/government/bmc.php,,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Marilao Rural Health Unit 1,Kanaryong Silungan,,Government,Primary HIV Care Facility,Region III,,Bulacan,,Marilao,,,,"2nd Floor, RHU 1, Northbound NLEX Road, Marilao, Bulacan",63 9256070888; 63 47 2486217,14.772923,120.960194,kanaryong18@gmail.com,Mo-Fr 08:00-17:00,,,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Meycauayan City Reproductive Health and Wellness Center,Home of Bamboo,,Government,Primary HIV Care Facility,Region III,,Bulacan,,Meycauayan,,,,"Peso St., St. Michael Homes, Pandayan, Meycauayan, Bulacan",63 9232982649; 63 9272324119; 63 9173236972; 63 47 7840684,14.753166,120.963628,homeofbamboo@yahoo.com,Mo-Fr 08:00-17:00,,,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),Sedric Suringa/Mikko Tamura,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Pastrana Clinical Laboratory,,,,Identified HIV Testing/Counselling Facility,Region III,,Bulacan,,Plaridel,,,,"251 Banga 1st, Plaridel, Bulacan",63 44 7951622; 63 9056304626,14.887536,120.867873,pastranamarkpaul@gmail.com,Mo-Sa 06:30-16:00,x,https://www.facebook.com/PastranaLaboratory/,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
City of San Jose Del Monte Satellite Treatment Hub,Villa Esperanza II,,Government,Identified HIV Testing/Counselling Facility,Region III,,Bulacan,,San Jose del Monte,,,,"Eduardo V. Rognero Sr. Avenue, Bagong Buhay, CSJDM Bulacan (inside Ospital ng SJDM)",,14.854566,121.057101,dnlmangahas@yahoo.com,,,,,,https://www.webbline.com/hiv-testing-centers/,
Ospital Ng Lungsod Ng San Jose Del Monte / City of San Jose Del Monte Primary HIV Care Clinic,Villa Esperanza,,Government,Primary HIV Care Facility,Region III,,Bulacan,,San Jose Del Monte,,,,"Sapang Palay, San Jose Del Monte, Bulacan",63 9236335634; 63 9998840873,14.853946,121.057706,villaesperanza@gmail.com,Mo-Fr 08:00-17:00,,,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
De Jesus Multi-Specialty Clinic and Diagnostic Center,The Green Clinic,,Government,Primary HIV Care Facility,Region III,,Bulacan,,Sta. Maria,,,,"
REDJ bldg. Caypombo cor. CayPombo, Santa Maria, Bulacan 3022",63 44 8153145; 63 9368040043; 63 9171275197,14.847318,120.981061,gchivbul2018@gmail.com,Mo-Sa 08:00-18:00; Su 07:00-12:00,X,https://facebook.com/DeJesusMultiSpecialtyClinic/,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),,https://www.webbline.com/hiv-testing-centers/; https://www.facebook.com/pg/DeJesusMultiSpecialtyClinic/about/,
Dr. Paulino J. Garcia Memorial Research and Medical Center,Sanctuario de Paulino,,Government,Treatment Hub,Region III,,Nueva Ecija,,Cabanatuan City,,,,"Mabini Street, Cabanatuan City, 3100 Nueva Ecija",63 9454626620; 63 9190027679; 63 44 4638888 loc. 203,15.489459,120.97276,dr.pjgmrmc85cabanatuan@gmail.com,Mo-Fr 08:00-16:00,http://drpjgmrmc.doh.gov.ph/,,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),Sedric Suringa,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Hi-Precision Diagnostics (Cabanatuan Branch),,,Private,Identified HIV Testing/Counselling Facility,Region III,,Nueva Ecija,,Cabanatuan City,,,,"The Crescent Bldg., Km. 114, Maharlika Highway cor. Zulueta St., Brgy. Zulueta, Cabanatuan City","63 9230836850; 63 44 9409404; 63 44 3299507
",15.482337,120.961024,info@hi-precision.com.ph,"
Mo-Sa 07:00-15:00",https://www.hi-precision.com.ph/branch/Cabanatuan,,,Papu Torres,https://www.webbline.com/hiv-testing-centers/,
Immaculate Concepcion Medical Center of Central Luzon Inc.,,,Private,Identified HIV Testing/Counselling Facility,Region III,,Nueva Ecija,,Cabanatuan City,,,,"Circumferential Rd., Brgy. San Juan, San Juan ACCFA",63 44 9404262; 63 44 9400900; 63 44 9400700; 63 44 9400300,15.468758,120.963177,info@icmcne.com,,http://www.icmcne.com/,https://facebook.com/ICMCNE/,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
MV Gallego Cabanatuan City General Hospital,,,,Identified HIV Testing/Counselling Facility,Region III,,Nueva Ecija,,Cabanatuan City,,,,"Cabanatuan City, Nueva Ecija",63 44 4639436,15.476296,120.95793,,,,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Good Samaritan Medical Center,,,Private,Identified HIV Testing/Counselling Facility,Region III,,Nueva Ecija,,Cabanatuan City,,,,"Burgos Avenue, Cabanatuan City, Nueva Ecija",63 44 9518888,15.491733,120.973261,negshsi.marketing@gmail.com,,https://www.goodsammed.com.ph/,,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Premiere Medical Center/ Tahanan Hub,TAHANAN sa Primiere,,Private,Treatment Hub,Region III,,Nueva Ecija,,Cabanatuan City,,,,"Maharlika Highway, Daan Sarile, Cabanatuan City, Nueva
Ecija",63 44 4637845-49 loc. 2073; 63 9322128175; 63 9052944300; 63 95968173441,15.507922,120.967106,tahanansapremiere@gmail.com,Mo-Fr 08:00-17:00,https://www.premieremedcenter.com/,,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),Sedric Suringa,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Wesleyan University Philippines Hospital,,,,Identified HIV Testing/Counselling Facility,Region III,,Nueva Ecija,,Cabanatuan City,,,,"Tandang Sora St., Mabini Extension 3100, Cabanatuan City, Nueva Ecija",63 44 4634735,15.482257,120.97633,,,X,https://www.facebook.com/wuphospital/,,,https://data.gov.ph/?q=dataset/hiv-testing-hospitals,
Guimba Community Hospital,Balay Ti Namnama,,Government,Treatment Hub,Region III,,Nueva Ecija,,Guimba,,,,"L. de Ocampo St. Saranay District, Guimba, Nueva Ecija",63 44 9510485; 63 9175426617,15.658458,120.768082,guimbacommunityhospital@gmail.com,Mo-Fr 08:00-17:00,,,Region 3 based clients can also contact the Central Luzon Regional PLHIV Support Network - 0923 735 7261 or 0923 520 8672 (8am-10pm),,https://www.doh.gov.ph/sites/default/files/statistics/HIV_2019_April.pdf,
Science City of Muñoz Health Office Social Hygiene Clinic,,,Government,Identified HIV Testing/Counselling Facility,Region III,,Nueva Ecija,,Munoz,,,,"D. Delos Santos St. Poblacion West, Science City of Muñoz, Nueva Ecija",63 44 4860513,15.713114,120.904297,,,,,,,https://www.webbline.com/hiv-testing-centers/,
